id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,TripEasier,SalesPerformance,LivingCost,EconomicStability,TripFreaqency,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch
1083,29,Company Invited,3,6.175867270105761,Salaried,female,3,3,Standard,4,2,0,4,Senior Manager,12.830876743444664,0,Married,No Car,2_child,20s,0,9,12.830876743444664,1,2,1.9430469398340067,9.869905187265125,18.348153743125874,0,1.0986122886681098,3.147918433002165,19,0.8
1084,38,Self Enquiry,2,6.660575149839686,Salaried,male,3,3,Deluxe,3,3,0,4,Manager,12.7048034206075,0,Married,Has Car,2_child,30s,0,9,33.0324888935795,1,2,1.801646213734084,7.239204228266381,16.770340515201898,0,1.3862943611198906,2.386294361119891,15,0.8
1087,27,Company Invited,2,6.580639137284949,Salaried,female,3,3,Standard,3,1,1,3,Senior Manager,12.889474999119582,1,Single,Has Car,1_child,20s,0,19,25.778949998239163,1,4,1.3676483107859998,8.621722407437845,18.431949248741002,0,0.6931471805599453,1.6931471805599454,20,1.0
1088,46,Company Invited,2,6.042632833682381,Salaried,male,2,4,King,3,6,0,1,VP,13.256520074485264,0,Divorced,No Car,1_child,40s,0,8,34.46695219366169,1,3,0.6619631061651647,9.270293758381303,21.873258122900687,1,1.9459101490553132,2.9459101490553135,30,0.6
1089,57,Company Invited,1,6.928537818164665,Salaried,male,2,3,Basic,3,1,1,1,Executive,13.067634715208005,0,Married,No Car,1_child,50s,0,16,50.96377538931122,1,9,0.4329917911590017,7.259797064004446,15.811838005401688,0,0.6931471805599453,1.6931471805599454,13,1.0
1090,25,Self Enquiry,2,6.493753839851686,Salaried,male,3,4,Standard,3,3,1,1,Executive,12.991242790736171,0,Divorced,No Car,2_child,20s,0,22,33.777231255914046,1,2,0.6159765366300608,8.327719737651393,15.71940377679077,0,1.3862943611198906,2.386294361119891,12,1.0
1091,24,Self Enquiry,2,6.175867270105761,Salaried,male,1,3,Basic,3,2,1,2,Executive,12.652970761451948,0,Single,No Car,0_child,20s,0,13,32.897723979775066,0,48,0.9715234699170033,9.733054431886114,15.310094621356859,0,1.0986122886681098,2.09861228866811,12,1.0
1092,32,Self Enquiry,2,6.734591659972948,Small Business,female,1,3,Basic,4,1,1,2,Executive,12.485978309945343,1,Divorced,No Car,0_child,30s,0,13,24.971956619890687,0,24,0.8909226131201102,9.604598699957956,12.36111852684589,0,0.6931471805599453,2.539720770839918,5,0.8
1093,35,Company Invited,2,7.353081920515432,Small Business,female,1,3,Basic,3,2,1,2,Executive,12.486658348204813,1,Single,No Car,0_child,30s,0,13,24.973316696409626,0,48,0.815984381087844,9.605121806311395,12.361791764722767,0,1.0986122886681098,2.09861228866811,5,1.0
1094,39,Self Enquiry,2,6.8679744089702925,Salaried,male,2,3,Standard,3,3,1,2,Senior Manager,13.013866838450586,0,Single,Has Car,1_child,30s,0,16,33.83605377997152,1,6,0.8736200286598874,8.704927651137513,18.60982957898434,0,1.3862943611198906,2.386294361119891,20,1.0
1095,40,Company Invited,2,6.042632833682381,Salaried,male,3,3,Deluxe,3,4,0,3,Manager,12.899222326086994,0,Single,No Car,2_child,40s,0,9,33.537978047826186,1,4,1.4894169888716204,8.268732260312175,17.026973470434832,0,1.6094379124341003,2.6094379124341005,15,0.8
1096,30,Self Enquiry,1,6.293419278846481,Small Business,female,3,4,Basic,3,3,0,3,Executive,12.611541086966117,0,Single,No Car,2_child,30s,0,12,37.834623260898354,1,12,1.906753621252369,7.006411714981176,12.485425676096456,0,1.3862943611198906,2.386294361119891,11,1.0
1097,37,Company Invited,1,6.175867270105761,Salaried,male,3,3,Deluxe,3,3,0,4,Manager,12.621936828675262,0,Married,No Car,2_child,30s,0,9,49.22555363183353,1,2,1.9430469398340067,6.472788117269364,16.660956613851347,0,1.3862943611198906,2.386294361119891,16,0.8
1098,35,Self Enquiry,1,6.660575149839686,Small Business,male,2,3,Basic,3,6,0,1,Executive,12.505124832544274,0,Divorced,No Car,1_child,30s,0,6,48.76998684692267,1,9,0.450411553433521,7.578863534875317,12.380073584218833,1,1.9459101490553132,2.9459101490553135,11,1.0
1099,52,Self Enquiry,2,6.928537818164665,Salaried,male,3,3,King,3,2,1,5,VP,13.048794336923915,0,Married,Has Car,0_child,50s,0,19,33.92686527600218,0,4,2.1649589557950084,8.72829052637051,21.53051065592446,0,1.0986122886681098,2.09861228866811,30,0.6
1102,20,Company Invited,2,6.175867270105761,Small Business,female,1,4,Basic,3,2,0,3,Executive,12.4846168444959,0,Divorced,Has Car,0_child,20s,0,4,24.9692336889918,0,24,1.9430469398340067,9.146239446517141,12.359770676050942,0,1.0986122886681098,2.09861228866811,5,1.0
1103,42,Company Invited,2,6.985641817639208,Small Business,female,2,4,Basic,3,8,0,3,Executive,12.531631981033213,0,Divorced,Has Car,1_child,40s,0,8,25.063263962066426,1,9,1.717809231171745,8.382362529119204,12.406315661222882,1,2.1972245773362196,3.1972245773362196,5,1.0
1104,22,Self Enquiry,2,6.293419278846481,Small Business,female,2,4,Basic,3,1,0,3,Executive,12.453717571637778,1,Single,Has Car,1_child,20s,0,8,24.907435143275556,1,18,1.906753621252369,8.330245867316238,12.329180395921401,0,0.6931471805599453,1.6931471805599454,5,1.0
1105,47,Self Enquiry,3,6.8679744089702925,Small Business,female,3,3,Standard,3,5,0,1,Senior Manager,13.160758750057822,0,Married,Has Car,2_child,40s,0,9,13.160758750057822,1,2,0.4368100143299437,9.748710185228015,15.398087737567653,1,1.791759469228055,2.791759469228055,22,1.0
1106,51,Company Invited,2,6.8679744089702925,Small Business,female,1,4,Basic,3,2,1,3,Executive,12.54254845357358,0,Married,No Car,0_child,50s,0,14,25.08509690714716,0,24,1.7472400573197748,8.771012904596908,12.417122969037846,0,1.0986122886681098,2.09861228866811,5,1.0
1107,36,Self Enquiry,1,7.353081920515432,Salaried,male,2,0,Deluxe,3,3,0,2,Manager,12.611541086966117,0,Single,Has Car,1_child,30s,0,0,49.18501023916786,1,6,0.0,7.3110383112847055,16.647234234795274,0,1.3862943611198906,2.386294361119891,16,0.8
1108,19,Company Invited,1,6.042632833682381,Small Business,female,2,3,Basic,3,2,0,2,Executive,12.429220196836384,1,Single,Has Car,1_child,10s,0,6,37.287660590509155,1,18,0.992944659247747,7.20534504164428,12.304927994868022,0,1.0986122886681098,2.09861228866811,11,1.0
1109,58,Company Invited,1,7.496097345175956,Small Business,female,1,3,Deluxe,3,4,0,2,AVP,12.989154218571208,0,Divorced,Has Car,0_child,50s,0,3,38.967462655713625,0,8,0.8004164999086151,8.247082043537274,16.366334315399722,0,1.6094379124341003,2.6094379124341005,9,0.8
1110,53,Self Enquiry,1,6.293419278846481,Salaried,male,2,3,Standard,3,3,0,1,Senior Manager,12.968724899712493,0,Single,No Car,1_child,50s,0,6,50.57802710887873,1,6,0.47668840531309226,7.8598332725530256,18.545276606588867,0,1.3862943611198906,2.386294361119891,1,1.0
1111,50,Company Invited,1,6.928537818164665,Salaried,male,2,3,Deluxe,3,1,0,1,AVP,13.02768120036498,0,Divorced,Has Car,1_child,50s,0,6,50.80795668142342,1,3,0.4329917911590017,7.552278956733321,20.062629048562066,0,0.6931471805599453,1.6931471805599454,17,0.8
1112,30,Company Invited,1,7.273092595999522,Small Business,male,1,3,Basic,3,5,0,2,Executive,12.495120035511652,0,Married,No Car,0_child,30s,0,3,48.73096813849544,0,24,0.82495856072288,7.572800021522213,12.370168835156536,1,1.791759469228055,2.791759469228055,11,1.0
1113,53,Company Invited,1,6.293419278846481,Salaried,female,2,3,Standard,3,4,0,2,Senior Manager,12.855897312041735,0,Married,Has Car,1_child,50s,0,6,38.56769193612521,1,3,0.9533768106261845,6.856478566422258,18.383933156219683,0,1.6094379124341003,2.6094379124341005,1,1.0
1115,51,Self Enquiry,1,6.8679744089702925,Small Business,female,1,3,Standard,4,20,0,2,Executive,12.494895317251224,0,Married,Has Car,0_child,50s,0,3,37.484685951753676,0,8,0.8736200286598874,7.243417575218101,12.369946364078714,2,3.044522437723423,6.066783656585134,11,0.8
1116,27,Company Invited,1,6.803505257608338,Small Business,male,2,3,Basic,3,1,0,1,Executive,12.515691096622511,0,Single,No Car,1_child,20s,0,6,48.811195276827796,1,18,0.4409491705242838,7.58526733128637,12.390534185656287,0,0.6931471805599453,1.6931471805599454,11,1.0
1117,54,Self Enquiry,1,6.928537818164665,Small Business,male,1,3,Deluxe,3,5,0,2,Manager,12.899222326086994,0,Divorced,No Car,0_child,50s,0,3,50.30696707173928,0,8,0.8659835823180034,8.599481550724663,13.931160112173954,1,1.791759469228055,2.791759469228055,37,0.8
1118,32,Company Invited,1,7.13966033596492,Salaried,female,1,3,Basic,3,1,0,1,Executive,12.611541086966117,1,Single,Has Car,0_child,30s,0,3,37.834623260898354,0,48,0.4201880564104668,8.0073276742642,15.259964715229003,0,0.6931471805599453,1.6931471805599454,13,1.0
1119,45,Self Enquiry,1,6.660575149839686,Large Business,female,2,3,Deluxe,3,1,0,2,Manager,12.602500372586318,0,Single,Has Car,1_child,40s,0,6,37.80750111775895,1,6,0.900823106867042,7.3057973174413435,18.147600536524298,0,0.6931471805599453,1.6931471805599454,40,0.8
1121,33,Company Invited,1,7.273092595999522,Small Business,male,1,3,Basic,3,1,0,1,Executive,12.468440756144114,0,Single,No Car,0_child,30s,0,3,48.62691894896205,0,48,0.41247928036144,8.31229383742941,12.343756348582673,0,0.6931471805599453,1.6931471805599454,11,1.0
1122,50,Self Enquiry,2,6.8679744089702925,Small Business,male,3,4,Standard,3,2,0,2,Senior Manager,13.066842210778692,0,Single,Has Car,2_child,50s,0,12,33.9737897480246,1,4,1.1648267048798497,8.041133668171502,15.28820538661107,0,1.0986122886681098,2.09861228866811,3,1.0
1123,30,Self Enquiry,2,6.175867270105761,Small Business,female,1,3,Standard,4,4,0,1,Senior Manager,12.476351659416588,0,Single,No Car,0_child,30s,0,3,24.952703318833176,0,16,0.48576173495850167,9.597193584166606,14.597331441517408,0,1.6094379124341003,3.9141568686511508,3,0.8
1124,38,Company Invited,2,6.175867270105761,Salaried,male,1,3,Deluxe,4,1,0,2,Manager,12.478067311537249,0,Single,No Car,0_child,30s,0,3,32.44297500999685,0,16,0.9715234699170033,9.598513316567114,16.47104885122917,0,0.6931471805599453,2.539720770839918,15,1.0
1125,57,Self Enquiry,1,7.528869256642251,Salaried,male,1,3,Deluxe,4,3,0,1,AVP,12.941131626556093,0,Married,Has Car,0_child,50s,0,3,50.470413343568765,0,8,0.3984662102284865,7.502105290757155,19.929342704896385,0,1.3862943611198906,3.579441541679836,17,1.0
1126,54,Self Enquiry,2,5.8888779583328805,Salaried,male,1,3,Standard,4,2,0,1,Senior Manager,12.611541086966117,1,Married,No Car,0_child,50s,0,3,32.790006826111906,0,8,0.5094349078426629,8.819259501374907,18.03450375436155,0,1.0986122886681098,3.147918433002165,20,0.8
1127,30,Self Enquiry,2,6.928537818164665,Small Business,male,1,3,Deluxe,4,20,0,2,Senior Manager,12.639836863123634,0,Single,No Car,0_child,30s,0,3,32.86357584412145,0,16,0.8659835823180034,9.722951433172026,14.788609129854652,2,3.044522437723423,6.066783656585134,3,1.0
1128,52,Company Invited,2,6.8679744089702925,Small Business,male,1,3,Standard,4,2,0,1,Senior Manager,12.994532278619134,0,Single,Has Car,0_child,50s,0,3,33.78578392440975,0,16,0.4368100143299437,9.519803867120244,15.203602765984387,0,1.0986122886681098,3.147918433002165,3,0.8
1129,43,Self Enquiry,1,6.580639137284949,Salaried,male,1,3,Standard,4,2,0,1,Senior Manager,12.76284439301386,0,Single,Has Car,0_child,40s,0,3,49.77509313275405,0,16,0.4558827702619999,8.103393265405625,18.250867482009824,0,1.0986122886681098,3.147918433002165,1,0.8
1130,50,Self Enquiry,1,6.293419278846481,Large Business,male,1,3,Standard,4,5,0,1,Senior Manager,12.748472514894754,0,Single,Has Car,0_child,50s,0,3,49.71904280808954,0,16,0.47668840531309226,8.09426826342524,19.887617123235817,1,1.791759469228055,4.187639203842083,7,0.8
1131,51,Company Invited,2,6.493753839851686,Salaried,female,1,3,Standard,4,4,0,2,Senior Manager,12.794653439472786,1,Divorced,Has Car,0_child,50s,0,3,25.58930687894557,0,8,0.9239648049450913,9.373372483130245,18.296354418446086,0,1.6094379124341003,3.9141568686511508,20,0.8
1132,30,Company Invited,3,6.493753839851686,Salaried,male,1,3,Deluxe,4,1,0,2,Manager,12.610640684725643,0,Single,No Car,0_child,30s,0,3,16.393832890143337,0,16,0.9239648049450913,12.610640684725643,16.64604570383785,0,0.6931471805599453,2.539720770839918,26,1.0
1133,31,Company Invited,2,6.8679744089702925,Small Business,female,1,3,Basic,4,1,0,2,Executive,12.611541086966117,1,Single,No Car,0_child,30s,0,3,25.223082173932234,0,48,0.8736200286598874,9.701185451512398,12.485425676096456,0,0.6931471805599453,2.539720770839918,5,0.8
1134,55,Company Invited,1,6.8679744089702925,Large Business,female,1,3,Standard,4,20,0,2,Senior Manager,12.836202813537758,0,Single,Has Car,0_child,50s,0,3,38.50860844061327,0,16,0.8736200286598874,8.149970040341433,20.024476389118902,2,3.044522437723423,6.066783656585134,7,0.8
1135,30,Self Enquiry,2,6.8679744089702925,Small Business,male,1,3,Basic,4,7,0,2,Executive,12.44819888023528,1,Single,No Car,0_child,30s,0,3,32.36531708861173,0,48,0.8736200286598874,9.575537600180985,12.323716891432928,1,2.0794415416798357,4.619162312519753,5,0.8
1136,28,Company Invited,2,6.8679744089702925,Salaried,male,1,3,Standard,4,5,0,2,Senior Manager,12.611541086966117,0,Married,Has Car,0_child,20s,0,3,32.790006826111906,0,8,0.8736200286598874,8.435813436097735,18.03450375436155,1,1.791759469228055,4.187639203842083,20,0.8
1137,35,Self Enquiry,1,6.175867270105761,Small Business,female,1,3,King,5,4,0,2,VP,12.474059534913437,0,Divorced,Has Car,0_child,30s,0,3,37.42217860474031,0,8,0.9715234699170033,7.920037799945038,16.83998037213314,0,1.6094379124341003,5.218875824868201,32,1.0
1138,26,Company Invited,1,6.8679744089702925,Large Business,male,1,3,Basic,4,2,0,2,Executive,12.611541086966117,1,Single,Has Car,0_child,20s,0,3,49.18501023916786,0,48,0.8736200286598874,8.0073276742642,16.647234234795274,0,1.0986122886681098,3.147918433002165,2,0.8
1139,45,Company Invited,1,7.427144133408616,Salaried,male,1,3,Standard,4,2,0,2,Senior Manager,12.844634276066255,0,Married,No Car,0_child,40s,0,3,50.09407367665839,0,8,0.8078475241931731,7.784626833979548,18.367827014774747,0,1.0986122886681098,3.147918433002165,1,0.8
1140,52,Self Enquiry,3,6.928537818164665,Small Business,female,1,3,Deluxe,4,1,0,2,Manager,12.754774810223829,0,Divorced,Has Car,0_child,50s,0,3,12.754774810223829,0,8,0.8659835823180034,12.147404581165551,13.775156795041735,0,0.6931471805599453,2.539720770839918,35,1.0
1141,56,Company Invited,2,6.734591659972948,Small Business,male,1,3,Deluxe,4,1,0,2,AVP,12.957007486357448,0,Single,Has Car,0_child,50s,0,3,33.68821946452937,0,16,0.8909226131201102,9.49231317681864,16.325829432810384,0,0.6931471805599453,2.539720770839918,10,1.0
1142,57,Company Invited,2,6.293419278846481,Small Business,male,3,3,King,3,6,1,1,VP,13.166946609593523,1,Single,Has Car,2_child,50s,0,19,34.234061184943165,1,4,0.47668840531309226,8.102736375134477,17.775377922951257,1,1.9459101490553132,2.9459101490553135,36,0.6
1143,58,Self Enquiry,2,6.8679744089702925,Small Business,female,2,3,King,3,2,1,1,VP,13.2285343645414,0,Married,Has Car,1_child,50s,0,16,26.4570687290828,1,3,0.4368100143299437,8.140636532025475,17.85852139213089,0,1.0986122886681098,2.09861228866811,36,0.6
1144,36,Self Enquiry,1,6.580639137284949,Large Business,male,2,3,Basic,3,1,1,1,Executive,12.483878609374248,0,Married,Has Car,1_child,30s,0,16,48.68712657655957,1,9,0.4558827702619999,6.658068591666264,16.47871976437401,0,0.6931471805599453,1.6931471805599454,2,1.0
1145,29,Self Enquiry,1,6.042632833682381,Salaried,female,1,3,Standard,3,3,1,2,Senior Manager,12.7905231962309,0,Divorced,Has Car,0_child,20s,0,13,38.3715695886927,0,8,0.992944659247747,8.12096710871803,18.29044817061019,0,1.3862943611198906,2.386294361119891,1,1.0
1146,30,Self Enquiry,1,6.398594934535208,Salaried,female,1,3,Deluxe,3,5,1,1,Manager,12.793862088206213,0,Divorced,No Car,0_child,30s,0,13,38.38158626461864,0,8,0.46885293266621186,8.529241392137475,16.8878979564322,1,1.791759469228055,2.791759469228055,16,0.8
1147,31,Company Invited,2,6.398594934535208,Small Business,male,3,4,Basic,3,8,0,3,Executive,12.651674713575972,1,Divorced,Has Car,2_child,30s,0,12,32.89435425529753,1,6,1.8754117306648475,7.785645977585213,12.525157966440213,1,2.1972245773362196,3.1972245773362196,5,1.0
1148,54,Company Invited,1,6.8679744089702925,Salaried,male,2,3,King,3,2,0,2,VP,13.135646761321093,0,Married,Has Car,1_child,50s,0,6,51.22902236915227,1,3,0.8736200286598874,7.005678272704581,21.673817156179805,0,1.0986122886681098,2.09861228866811,29,0.6
1149,58,Self Enquiry,1,6.660575149839686,Salaried,male,2,3,King,3,24,0,2,VP,13.20908404547555,0,Married,Has Car,1_child,50s,0,6,51.515427777354645,1,3,0.900823106867042,7.044844824253625,21.79498867503466,2,3.2188758248682006,4.218875824868201,29,0.6
1150,53,Self Enquiry,2,6.580639137284949,Salaried,female,1,3,Standard,4,5,1,2,Senior Manager,12.691183459440136,0,Single,Has Car,0_child,50s,0,13,25.382366918880273,0,16,0.9117655405239998,9.297570299956142,18.148392346999398,1,1.791759469228055,4.187639203842083,20,0.8
1151,55,Company Invited,2,6.293419278846481,Small Business,male,1,3,Deluxe,4,2,1,2,AVP,13.026163001492996,0,Single,No Car,0_child,50s,0,13,33.86802380388179,0,16,0.9533768106261845,10.020125385763842,16.412965381881175,0,1.0986122886681098,3.147918433002165,10,1.0
1152,44,Company Invited,2,6.928537818164665,Large Business,male,1,3,Standard,4,2,1,2,Senior Manager,12.493770967849924,1,Married,No Car,0_child,40s,0,13,32.483804516409805,0,8,0.8659835823180034,8.736902774720226,19.490282709845882,0,1.0986122886681098,3.147918433002165,33,0.8
1153,23,Company Invited,1,7.353081920515432,Small Business,male,1,3,Basic,4,2,1,2,Executive,12.469401828929009,1,Single,No Car,0_child,20s,0,13,48.630667132823135,0,48,0.815984381087844,8.312934552619339,12.344707810639719,0,1.0986122886681098,3.147918433002165,11,0.8
1154,61,Company Invited,1,7.591357046698551,Small Business,male,1,3,Deluxe,4,20,1,2,AVP,13.05817892690968,0,Married,Has Car,0_child,60s,0,13,50.92689781494776,0,8,0.7903725201028945,7.56995879820851,16.453305447906196,2,3.044522437723423,6.066783656585134,9,1.0
1155,39,Self Enquiry,3,6.8679744089702925,Small Business,female,1,3,Standard,4,3,1,1,Senior Manager,12.899222326086994,0,Divorced,No Car,0_child,30s,0,13,12.899222326086994,0,8,0.4368100143299437,12.899222326086994,15.092090121521784,0,1.3862943611198906,3.579441541679836,22,0.8
1156,43,Company Invited,1,6.293419278846481,Large Business,male,1,3,Standard,4,5,1,2,Senior Manager,12.899222326086994,0,Single,Has Car,0_child,40s,0,13,50.30696707173928,0,16,0.9533768106261845,8.189982429261583,20.12278682869571,1,1.791759469228055,4.187639203842083,7,0.8
1157,56,Self Enquiry,1,6.175867270105761,Small Business,male,2,3,King,3,6,1,1,VP,13.200630972034991,0,Married,No Car,1_child,50s,0,16,51.482460790936464,1,3,0.48576173495850167,7.333683873352772,17.820851812247238,1,1.9459101490553132,2.9459101490553135,32,0.6
1158,55,Self Enquiry,2,5.8888779583328805,Small Business,male,1,4,Super Deluxe,3,7,0,3,AVP,12.873904582205109,0,Single,No Car,0_child,50s,0,4,33.472151913733285,0,0,2.0377396313706515,9.90300352477316,16.221119773578437,1,2.0794415416798357,3.0794415416798357,10,0.6
1160,34,Self Enquiry,3,7.090909822079984,Small Business,female,1,3,Standard,4,2,0,3,Senior Manager,12.47055389836492,0,Divorced,Has Car,0_child,30s,0,3,12.47055389836492,0,8,1.2692306383555192,11.87671799844278,14.590548061086956,0,1.0986122886681098,3.147918433002165,22,0.8
1161,36,Company Invited,2,7.621195162809845,Small Business,female,1,3,Deluxe,3,4,0,4,Manager,12.72187387043741,0,Married,No Car,0_child,30s,0,3,25.44374774087482,0,8,1.574556187533156,8.896415294012174,13.739623780072403,0,1.6094379124341003,2.6094379124341005,21,0.8
1163,55,Company Invited,2,6.928537818164665,Small Business,female,1,3,Deluxe,3,3,0,5,Manager,12.725360364563045,0,Married,Has Car,0_child,50s,0,3,25.45072072912609,0,8,2.1649589557950084,8.511946732149193,13.74338919372809,0,1.3862943611198906,2.386294361119891,21,0.8
