,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,age,duration
1099,Self Enquiry,2,Salaried,Male,3.0,3.0,King,3.0,2,1,5,VP,464535.0,結婚済み、乗用車所持、わからない,0,52,1020.0
1100,Self Enquiry,1,Large Business,male,2.0,3.0,Deluxe,3.0,2,1,2,Manager,315060.0,離婚済み 車なし 子供1人,0,38,600.0
1101,Company Invited,2,Small Business,male,1.0,4.0,B𝖺sic,3.0,年に2回,0,3,Executive,259155.0,独身 車未所持 子供なし,1,38,1140.0
1102,Company Invited,2,Small Business,female,1.0,4.0,basic,3.0,2,0,3,Executive,264240.0,離婚済み、車所持、子供無し,0,20,480.0
1103,Company Invited,2,Small Business,Female,2.0,4.0,Basic,3.0,年に2回,0,3,Executive,276960.0,"離婚済み,自家用車あり、子供1人",0,42,1080.0
1104,Self Enquiry,2,Small Business,female,2.0,4.0,Basic,3.0,1,0,3,Executive,256200.0,独身／車所持／子供1人,1,22,540.0
1105,Self Enquiry,3,Small Business,female,3.0,3.0,Standard,3.0,5,0,1,Senior Manager,519570.0,結婚済み	車所持	こども2人,0,47,960.0
1106,Company Invited,2,Small Business,Female,1.0,4.0,basıc,3.0,2,1,3,Executive,月収28.0万円,"結婚済み,自家用車なし,子供なし",0,51,960.0
1108,Company Invited,1,Small Business,female,2.0,3.0,Basic,3.0,2,0,2,Executive,月収25.0万円,独身 車所持 こども1人,1,19,420.0
1109,Company Invited,1,Small Business,Female,1.0,3.0,super deluxe,3.0,4,0,2,AVP,437640.0,離婚済み/自動車所有/子供無し,0,58,1800.0
1110,Self Enquiry,1,Salaried,Fe Male,2.0,3.0,Standard,3.0,3,0,1,Senior Manager,428790.0,未婚 車なし 子供有り 1人,0,53,540.0
1111,Company Invited,1,Salaried,Male,2.0,3.0,Super Deluxe,3.0,1,0,1,AVP,454830.0,離婚済み　車所持　こども1人,0,50,1020.0
1112,Company Invited,1,Small Business,Male,1.0,3.0,Basic,3.0,5,0,2,Executive,267030.0,結婚済み 車保有なし 子供なし,0,30,1440.0
1113,Company Invited,1,Salaried,Female,2.0,3.0,Standard,3.0,年に1回,0,2,Senior Manager,383040.0,結婚済み/車保有/子供1人,0,53,540.0
1114,Self Enquiry,1,Large Business,Male,2.0,3.0,deluxe,3.0,1,0,2,Manager,月収30.0万円,離婚済み　自動車未所有　子供1人,0,36,780.0
1115,Self Enquiry,1,Small Business,Female,1.0,3.0,Standard,4.0,年に5回,0,2,E×ecutive,266970.0,結婚済み 自動車所有　子供なし,0,51,960.0
1116,Company Invited,1,Small Business,Male,2.0,3.0,BASIC,3.0,1,0,1,Executive,272580.0,独身、乗用車なし、子供有り 1人,0,27,900.0
1117,Self Enquiry,1,Small Business,male,1.0,3.0,deluxe,3.0,5,0,2,Manager,月収40.0万円,離婚済み、車未所持、子供なし,0,54,1020.0
1118,Company Invited,1,Salaried,Female,1.0,3.0,basic,3.0,1,0,1,Executive,月収30.0万円,独身	車あり	子供ゼロ,1,32,1260.0
1119,Self Enquiry,1,Large Business,Female,2.0,3.0,Deluxe,3.0,1,0,2,Manager,297300.0,"独身,車保有,こども1人",0,45,780.0
1120,Company Invited,1,Small Business,female,1.0,3.0,Basic,3.0,2,0,2,Executive,266535.0,"離婚済み,車未所持,子供無し",0,38,900.0
1121,Company Invited,1,Small Business,MALE,1.0,3.0,Basic,3.0,1,0,1,Execuｔive,月収26.0万円,独身／車未所持／子供なし,0,33,1440.0
1122,Self Enquiry,2,Small Business,Male,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,472995.0,未婚 乗用車所持 子供有り(2人),0,50,960.0
1123,Self Enquiry,2,Small Business,female,1.0,3.0,Standard,4.0,年に1回,0,1,Senior Manager,262065.0,独身、車未所持、子供ゼロ,0,30,480.0
1124,Company Invited,2,Salaried,male,1.0,3.0,Deluxe,4.0,1,0,2,Manager,262515.0,"独身,車未所持,無子",0,38,480.0
1125,Self Enquiry,1,Salaried,Male,1.0,3.0,super deluxe,4.0,3,0,1,AVP,417120.0,結婚済み／自動車所有／子供なし,0,57,1860.0
1126,Self Enquiry,2,Salaried,MALE,1.0,3.0,STANDARD,4.0,2,0,1,Senior Manager,月収30.0万円,結婚済み 車未所持 子供無し,1,54,360.0
1127,Self Enquiry,2,Small Business,Male,1.0,3.0,Deluxe,4.0,年に5回,0,2,Senior Manager,308610.0,独身、自動車未所有、無子,0,30,1020.0
1128,Company Invited,2,Small Business,Male,1.0,3.0,Standard,4.0,2,0,1,Senior Manager,月収44.0万円,未婚　車所持　子供ゼロ,0,52,960.0
1129,Self Enquiry,1,Salaried,Fe Male,1.0,3.0,Standard,4.0,2,0,1,Senior Manager,349005.0,未婚 乗用車所持 子供無し,0,43,720.0
1130,Self Enquiry,1,Large Business,Fe Male,1.0,3.0,Standard,4.0,5,0,1,Senior Manager,344025.0,未婚、車所持、子供なし,0,50,540.0
1131,Company Invited,2,Salaried,FEMALE,1.0,3.0,standard,4.0,年に1回,0,2,Senior Manager,360285.0,"離婚済み,車所持,子供なし",1,51,660.0
1132,Company Invited,3,Salaried,Male,1.0,3.0,Deluxe,4.0,1,0,2,Manager,299730.0,未婚 車未所持　子供なし,0,30,660.0
1133,Company Invited,2,Small Business,Female,1.0,3.0,basic,4.0,1,0,2,Executive,月収30.0万円,"独身,自動車未所有,子供なし",1,31,960.0
1134,Company Invited,1,Large Business,female,1.0,3.0,Standard,4.0,年に5回,0,2,Senior Manager,375570.0,未婚、車所持、子供無し,0,55,960.0
1135,Self Enquiry,2,Small Business,Male,1.0,3.0,BASIC,4.0,7,0,2,Executive,254790.0,独身、自動車未所有、非育児家庭,1,30,960.0
1136,Company Invited,2,Salaried,Male,1.0,3.0,Standard,4.0,5,0,2,Senior Manager,月収30.0万円,結婚済み、車所持、子供なし,0,28,960.0
1137,Self Enquiry,1,Small Business,Female,1.0,3.0,King,5.0,4,0,2,VP,261465.0,離婚済み　車あり　子供なし,0,35,480.0
1138,Company Invited,1,Large Business,ｍａｌｅ,1.0,3.0,Basic,4.0,2,0,2,Executive,月収30.0万円,独身／車所持／子供なし,1,26,960.0
1139,Company Invited,1,Salaried,Male,1.0,3.0,Standard,4.0,2,0,2,Senior Manager,378750.0,結婚済み	自家用車なし	子供ゼロ,0,45,1680.0
1140,Self Enquiry,3,Small Business,Female,1.0,3.0,Deluxe,4.0,1,0,2,Manager,346200.0,離婚済み、自動車所有、無子,0,52,1020.0
1141,Company Invited,2,Small Business,Male,1.0,3.0,Super Deluxe,4.0,1,0,2,AVP,423795.0,独身 車所持 子供無し,0,56,840.0
1142,Company Invited,2,Small Business,Male,3.0,3.0,King,3.0,6,1,1,VP,522795.0,独身 自動車所有 こども2人,1,57,540.0
1143,Self Enquiry,2,Small Business,Female,2.0,3.0,king,3.0,2,1,1,VP,556005.0,結婚済み 自動車所有 子供1人,0,58,960.0
1144,Self Enquiry,1,Large Business,Male,2.0,3.0,Basic,3.0,1,1,1,Executive,264045.0,"結婚済み、車所持,子供1人",0,36,720.0
1145,Self Enquiry,1,Salaried,Female,1.0,3.0,Standard,3.0,3,1,2,Senior Manager,358800.0,離婚済み/車所持/子供なし,0,29,420.0
1146,Self Enquiry,1,Salaried,Female,1.0,3.0,Deluxe,3.0,5,1,1,Manager,月収36.0万円,離婚済み 車未所持 子供なし,0,30,600.0
1147,Company Invited,2,Small Business,male,3.0,4.0,Basic,3.0,年に2回,0,3,Executive,312285.0,離婚済み 車所持 子供2人,1,31,600.0
1148,Company Invited,1,Salaried,Male,2.0,3.0,King,3.0,2,0,2,VP,506685.0,結婚済み 車あり こども1人,0,54,960.0
1149,Self Enquiry,1,Salaried,male,2.0,3.0,King,3.0,年に6回,0,2,VP,545295.0,結婚済み、車所持、子供有り 1人,0,58,780.0
1150,Self Enquiry,2,Salaried,Female,1.0,3.0,Standard,4.0,5,1,2,Senior Manager,324870.0,未婚、自家用車あり、子供なし,0,53,720.0
1151,Company Invited,2,Small Business,MALE,1.0,3.0,Super Deluxe,4.0,2,1,2,AVP,454140.0,"独身、車未所持,子供無し",0,55,540.0
1152,Company Invited,2,Large Business,male,1.0,3.0,Standard,4.0,2,1,2,Senior Manager,266670.0,結婚済み、車未所持、子供無し,1,44,1020.0
1153,Company Invited,1,Small Business,Male,1.0,3.0,BASIC,4.0,2,1,2,Executive,260250.0,独身、車未所持、非育児家庭,1,23,1560.0
1154,Company Invited,1,Small Business,Male,1.0,3.0,Super Deluxe,4.0,年に5回,1,2,AVP,468915.0,結婚済み 自動車所有 子供無し,0,61,1980.0
1155,Self Enquiry,3,Small Business,female,1.0,3.0,Standard,4.0,3,1,1,Senior Manager,月収40.0万円,離婚済み	車未所持	子供ゼロ,0,39,960.0
1156,Company Invited,1,Large Business,FE MALE,1.0,3.0,Standard,4.0,5,1,2,Senior Manager,月収40.0万円,未婚 車所持 子供無し,0,43,540.0
1157,Self Enquiry,1,Small Business,male,2.0,3.0,King,3.0,6,1,1,VP,540705.0,結婚済み 車未所持　こども1人,0,56,480.0
1158,Self Enquiry,2,Small Business,male,1.0,4.0,super de|uxe,3.0,7,0,3,AVP,月収39.0万円,独身 自動車未所有 子供なし,0,55,360.0
1159,Company Invited,1,Salaried,MALE,1.0,5.0,Deluxe,3.0,3,0,2,Manager,302805.0,結婚済み/車所持/子供なし,0,40,780.0
1160,Self Enquiry,3,Small Business,female,1.0,3.0,Standard,4.0,2,0,3,Senior Manager,260550.0,離婚済み、車所持、子供なし,0,34,1200.0
1161,Company Invited,2,Small Business,Ｆｅｍａｌｅ,1.0,3.0,Deluxe,3.0,4,0,4,Manager,334995.0,結婚済み、車なし、子供なし,0,36,2040.0
1162,Self Enquiry,2,Small Business,male,2.0,3.0,Basic,3.0,2,0,4,Executive,250710.0,独身	車未所持	子供1人,1,38,960.0
1163,Company Invited,2,Small Business,FEMALE,1.0,3.0,Deluxe,3.0,3,0,5,Manager,336165.0,結婚済み、車所持、子供ゼロ,0,55,1020.0
1164,Self Enquiry,3,Small Business,Male,1.0,3.0,Standard,4.0,1,0,4,Senior Manager,372660.0,離婚済み／乗用車所持／子供ゼロ,0,53,840.0
1165,Company Invited,3,Small Business,Female,2.0,3.0,BASIC,3.0,2,0,4,Executive,255135.0,"結婚済み,自家用車あり,1児",0,20,780.0
1166,Company Invited,2,Small Business,Male,1.0,3.0,Basic,3.0,3,0,4,Executive,246300.0,独身　自家用車あり　子供無し,1,21,780.0
1167,Company Invited,2,Small Business,Female,1.0,3.0,Basic,3.0,2,0,3,Executive,月収30.0万円,離婚済み、車保有なし、子供ゼロ,0,37,900.0
1170,Company Invited,2,Small Business,Male,2.0,4.0,BASIC,3.0,2,0,4,Executive,261255.0,"離婚済み,自家用車なし,こども1人",1,24,900.0
1171,Company Invited,2,Small Business,Male,1.0,3.0,Basic,3.0,2,0,4,Executive,月収30.0万円,独身、自動車所有、子供無し,1,21,720.0
1172,Company Invited,2,Small Business,Male,2.0,3.0,Deluxe,3.0,2,0,3,Manager,299100.0,独身 乗用車なし　こども1人,0,32,1320.0
1173,Company Invited,2,Small Business,Male,1.0,3.0,basic,3.0,2,0,4,Executive,255645.0,独身 乗用車所持 無子,1,22,900.0
1174,Self Enquiry,3,Small Business,Male,2.0,3.0,Deluxe,3.0,4,0,4,Manager,302625.0,"独身,車未所持,子供1人",1,27,780.0
1175,Self Enquiry,2,Small Business,MALE,1.0,3.0,Super Deluxe,4.0,5,0,4,AVP,月収57.0万円,離婚済み　車所持　子供なし,0,59,1320.0
1176,Company Invited,2,Small Business,Male,1.0,3.0,Basic,3.0,3,0,4,Senior Manager,252405.0,結婚済み、車あり、非育児家庭,0,32,720.0
1177,Company Invited,2,Small Business,Female,1.0,4.0,Basic,3.0,年に2回,0,3,Executive,261930.0,"独身,自動車未所有、子供なし",0,24,660.0
1178,Self Enquiry,2,Small Business,male,1.0,3.0,Basic,3.0,年に2回,0,3,Executive,254025.0,離婚済み、車所持、子供なし,0,26,480.0
1179,Company Invited,2,Salaried,Male,2.0,3.0,Standard,3.0,1,0,4,Senior Manager,316980.0,結婚済み、自動車所有、子供1人,0,43,900.0
1180,Company Invited,2,Salaried,Fe Male,1.0,3.0,standard,3.0,年に1回,0,3,Senior Manager,355950.0,未婚	車所持	子供なし,0,35,720.0
1181,Self Enquiry,3,Salaried,Ｆｅｍａｌｅ,1.0,3.0,BASIC,4.0,年に5回,0,3,Executive,266310.0,結婚済み 自動車所有 子供なし,0,30,840.0
1182,Company Invited,2,Salaried,Female,1.0,3.0,Basic,3.0,2,0,3,Executive,260745.0,結婚済み、自家用車あり、子供なし,0,30,660.0
1183,Self Enquiry,3,Salaried,Male,1.0,3.0,Standard,3.0,2,0,3,Տenior Μanager,348300.0,未婚 乗用車なし 子供なし,0,27,1260.0
1184,Company Invited,2,Salaried,ＭＡＬＥ,2.0,3.0,Deluxe,3.0,年に3回,0,4,Manager,247410.0,"独身,車所持,子供1人",1,20,780.0
1185,Self Enquiry,3,Small Business,Female,1.0,3.0,Basic,3.0,2,1,3,Executive,263685.0,離婚済み/車あり/非育児家庭,0,22,1320.0
1186,Self Enquiry,3,Salaried,Male,1.0,3.0,super deluxe,4.0,年に1回,1,4,AVP,500925.0,結婚済み 車保有 子供なし,1,50,960.0
1187,Company Invited,2,Salaried,Male,1.0,3.0,Basic,3.0,3,1,3,Executive,259575.0,"独身,自動車所有,子供無し",0,25,1380.0
1188,Company Invited,2,Salaried,Ｆｅｍａｌｅ,2.0,4.0,Deluxe,3.0,3,0,1,Manager,269220.0,独身 自動車所有 子供1人,0,38,480.0
1189,Self Enquiry,2,Salaried,male,2.0,4.0,Super Deluxe,3.0,年に6回,0,2,AVP,444960.0,独身、車所持、子供1人,0,50,900.0
1190,Company Invited,1,Small Business,Female,1.0,3.0,Super Deluxe,3.0,4,0,5,AVP,278460.0,独身、乗用車なし、子供無し,0,51,1020.0
1191,Self Enquiry,1,Small Business,Male,1.0,3.0,Basic,3.0,3,0,5,Executive,270675.0,結婚済み 乗用車所持 子供なし,1,27,840.0
1192,Self Enquiry,1,Small Business,Female,2.0,3.0,Basic,3.0,2,0,4,Executive,270750.0,結婚済み 車未所持　子供1人,0,33,480.0
1193,Company Invited,1,Small Business,male,1.0,3.0,Basic,3.0,1,0,3,Executive,257925.0,"独身,車所持,子供なし",1,30,600.0
1194,Company Invited,1,Large Business,Female,2.0,3.0,Basic,3.0,1,0,4,Executive,260130.0,独身、車所持、子供有り(1人),0,36,1080.0
1195,Company Invited,1,Small Business,Male,2.0,3.0,Deluxe,3.0,年に1回,0,5,Manager,309030.0,未婚 自動車所有 こども1人,0,36,1080.0
1196,Company Invited,1,Small Business,FEMALE,1.0,3.0,basic,3.0,2,0,4,Executive,259860.0,結婚済み　車未所持　子供なし,1,32,1500.0
1197,Self Enquiry,1,Large Business,female,2.0,4.0,Basic,3.0,2,0,3,Executive,340605.0,結婚済み/車所持/こども1人,0,40,480.0
1198,Self Enquiry,1,Salaried,female,2.0,3.0,Deluxe,3.0,3,0,4,Manager,285465.0,結婚済み、車所持、子供1人,0,29,780.0
1199,Self Enquiry,1,Salaried,Female,1.0,3.0,King,4.0,6,0,5,VP,525255.0,結婚済み、自動車所有、無子,0,59,1140.0
1200,Self Enquiry,1,Small Business,female,1.0,3.0,Basic,3.0,4,1,3,Executive,月収26.0万円,結婚済み、自家用車なし、子供なし,0,38,480.0
1201,Self Enquiry,2,Small Business,female,2.0,4.0,STANDARD,3.0,2,1,2,Senior Manager,427830.0,結婚済み 自動車所有 子供1人,0,56,720.0
1202,Self Enquiry,1,Small Business,Male,2.0,5.0,Deluxe,3.0,3,0,1,Manαger,362310.0,未婚　車未所持　子供無し,0,37,720.0
1203,Company Invited,2,Salaried,Fe Male,2.0,4.0,Deluxe,3.0,1,0,4,Manager,332550.0,未婚　車所持　こども1人,0,34,1080.0
1204,Company Invited,1,Salaried,Ｍａｌｅ,2.0,3.0,Basic,4.0,2,1,4,Exеcutive,267540.0,結婚済み 自家用車なし 子供1人,1,47,840.0
1205,Self Enquiry,1,Salaried,Male,1.0,3.0,SUPER DELUXE,3.0,2,1,4,AVP,449550.0,離婚済み	自家用車あり	子供無し,0,40,1680.0
1206,Self Enquiry,2,Small Business,Male,2.0,4.0,King,3.0,2,0,1,AVP,562470.0,離婚済み、車所持、子供なし,0,54,840.0
1207,Self Enquiry,3,Salaried,Female,2.0,4.0,DELUXE,3.0,7,0,2,Manager,月収33.0万円,離婚済み 自動車未所有 こども1人,0,46,1320.0
1208,Self Enquiry,2,Salaried,Female,2.0,4.0,STANDARD,3.0,2,1,2,Senior Manager,446430.0,離婚済み 車なし 子供1人,0,43,540.0
1209,Company Invited,1,Salaried,Male,2.0,4.0,basic,3.0,半年に1回,0,2,Executive,268350.0,独身/車なし/子供なし,0,24,900.0
1210,Self Enquiry,3,Small Business,fe male,2.0,4.0,DELUXE,3.0,3,0,2,Manager,385650.0,未婚　車未所持 子供無し,0,42,660.0
1211,Company Invited,3,Salaried,Male,2.0,4.0,Deluxe,3.0,3,0,2,Manager,397260.0,結婚済み、自家用車あり、こども1人,0,30,1440.0
1212,Self Enquiry,2,Large Business,Male,2.0,4.0,Standard,3.0,2,0,2,Senior Manager,377700.0,離婚済み、自家用車なし、子供1人,0,38,720.0
1213,Self Enquiry,3,Small Business,male,2.0,4.0,standard,4.0,2,0,2,Senior Manager,321090.0,結婚済み、車未所持、子供無し,0,34,960.0
1214,Company Invited,2,Small Business,female,2.0,4.0,Super Deluxe,3.0,6,0,2,АVP,413505.0,独身、車所持、子供1人,0,56,480.0
1215,Self Enquiry,3,Salaried,MALE,2.0,4.0,Deluxe,3.0,4,0,1,Manager,393480.0,未婚／車未所持／子供無し,0,61,420.0
1216,Company Invited,2,Salaried,Male,2.0,4.0,deluxe,3.0,5,0,2,Manager,359655.0,結婚済み／乗用車なし／こども1人,0,40,900.0
1217,Self Enquiry,2,Small Business,FEMALE,2.0,4.0,STANDARD,3.0,2,0,2,Senior Manager,385560.0,結婚済み 車所持 こども1人,0,33,600.0
1218,Self Enquiry,2,Salaried,Male,2.0,4.0,deluxe,3.0,5,0,2,Manager,323190.0,離婚済み/自家用車なし/1児,0,40,420.0
1219,Self Enquiry,2,Large Business,Male,2.0,4.0,basic,3.0,2,0,2,Executive,255600.0,独身 乗用車所持 子供1人,1,20,480.0
1220,Company Invited,3,Large Business,Male,2.0,4.0,Basic,3.0,2,0,2,Executive,256170.0,独身、自動車所有、非育児家庭,1,35,780.0
1221,Company Invited,2,Salaried,Female,2.0,4.0,Basic,3.0,2,0,2,Executive,月収30.0万円,独身 自家用車あり 非育児家庭,1,25,660.0
1222,Self Enquiry,2,Small Business,Male,2.0,4.0,Basic,3.0,2,0,2,Executive,369585.0,結婚済み、車あり、子供無し,0,29,480.0
1223,Company Invited,2,Small Business,female,2.0,4.0,Basic,4.0,3,0,2,Executive,月収26.0万円,独身/車所持/子供なし,1,20,840.0
1224,Self Enquiry,2,Small Business,male,2.0,4.0,Basic,3.0,2,0,2,Executive,月収30.0万円,結婚済み	自家用車なし	子供なし,0,30,1020.0
1225,Self Enquiry,2,Small Business,Female,2.0,4.0,Stand𝖺rd,3.0,2,0,1,Senior Manager,月収38.0万円,結婚済み	車未所持	子供無し,0,28,360.0
1226,Self Enquiry,2,Small Business,male,2.0,4.0,basic,3.0,2,0,2,Executive,263640.0,独身、車未所持、子供1人,1,24,1440.0
1227,Company Invited,2,Small Business,male,2.0,4.0,SUPER DELUXE,3.0,5,0,2,AVP,377730.0,離婚済み/車未所持／無子,0,44,1380.0
1228,Self Enquiry,2,Small Business,male,2.0,4.0,Basic,3.0,2,0,2,Executive,月収26.0万円,結婚済み 車所持 子供なし,1,30,720.0
1229,Company Invited,2,Small Business,male,2.0,4.0,BASIC,3.0,年に2回,0,2,Executive,262770.0,独身、車所持、子供なし,0,26,1080.0
1230,Self Enquiry,2,Salaried,Male,2.0,4.0,Basic,3.0,年に8回,0,2,Executive,371610.0,"未婚,車保有なし,こども1人",1,39,660.0
1231,Company Invited,2,Small Business,Female,2.0,4.0,Super Deluxe,3.0,年に5回,0,1,AVP,508455.0,"離婚済み,自家用車なし,こども1人",0,58,840.0
1232,Self Enquiry,2,Salaried,Male,2.0,4.0,Standard,3.0,2,0,2,Senior Manager,423540.0,結婚済み、自動車所有、こども1人,0,40,840.0
1233,Self Enquiry,2,Small Business,Female,2.0,4.0,Standard,4.0,1,0,2,Senior Manager,432885.0,"結婚済み
自動車所有
子供無し",0,53,900.0
1234,Self Enquiry,2,Salaried,male,2.0,4.0,Standard,3.0,年に2回,0,1,Senior Manager,月収36.0万円,未婚 車未所持 子供なし,0,31,780.0
1235,Self Enquiry,2,Small Business,fe male,2.0,4.0,Super Deluxe,3.0,2,0,1,AVP,月収40.0万円,未婚/車未所持/子供1人,0,57,840.0
1236,Company Invited,2,Salaried,Female,2.0,4.0,Standard,3.0,5,0,1,Senior Manager,351900.0,離婚済み 車あり 無子,0,35,900.0
1237,Company Invited,2,Small Business,Female,2.0,4.0,Standard,3.0,5,0,1,Manager,341145.0,結婚済み	自家用車なし	子供なし,0,52,900.0
1238,Company Invited,2,Small Business,MALE,2.0,4.0,Super Deluxe,3.0,2,0,2,AVP,449460.0,独身　車所持　子供1人,0,38,720.0
1239,Self Enquiry,2,Small Business,Female,2.0,4.0,Standard,3.0,2,0,1,Senior Manager,382245.0,離婚済み、車所持、子供1人,0,32,480.0
1240,Self Enquiry,2,Small Business,Male,2.0,5.0,Basic,3.0,2,0,1,Executive,274275.0,離婚済み、自動車未所有、子供有り(1人),0,50,600.0
1241,Self Enquiry,2,Salaried,Male,2.0,4.0,Deluxe,3.0,3,0,2,Manager,月収34.0万円,未婚 自動車未所有　非育児家庭,0,47,900.0
1242,Self Enquiry,2,Small Business,male,2.0,4.0,Standard,4.0,3,0,2,Senior Manager,461640.0,結婚済み、車未所持、子供無し,1,22,600.0
1243,Self Enquiry,2,Salaried,Female,2.0,400.0,Standard,3.0,年に3回,0,2,Senior Manager,459240.0,"未婚,車所持,子供なし",0,50,420.0
1244,Self Enquiry,2,Small Business,male,2.0,4.0,Super Deluxe,3.0,5,0,2,AVP,527385.0,独身、車未所持、子供1人,0,58,1800.0
1245,Company Invited,2,Small Business,Male,2.0,4.0,Basic,3.0,3,0,4,Executive,月収30.0万円,離婚済み/自動車所有/1児,1,20,1020.0
1246,Self Enquiry,2,Salaried,Male,3.0,2.0,Deluxe,3.0,5,0,2,Senior Manager,353970.0,未婚 車未所持　子供2人,0,55,840.0
1247,Company Invited,2,Salaried,fe male,2.0,4.0,S𝘵andard,3.0,2,1,1,Senior Manager,488235.0,"離婚済み、車所持,子供1人",0,50,420.0
1248,Self Enquiry,2,Salaried,Male,2.0,4.0,deluxe,3.0,3,1,1,Manager,358635.0,離婚済み　乗用車なし　こども1人,0,42,900.0
1249,Company Invited,3,Salaried,male,2.0,4.0,Standard,3.0,5,1,2,Senior Manager,374745.0,結婚済み、車所持、こども1人,0,41,660.0
1250,Self Enquiry,2,Salaried,male,2.0,4.0,BASIC,3.0,1,1,1,Exеcutivе,351315.0,"結婚済み,車未所持,子供1人",0,30,720.0
1251,Self Enquiry,1,Salaried,Male,2.0,3.0,King,3.0,4,1,1,VP,525225.0,結婚済み 車所持 子供無し,0,57,600.0
