TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,age,duration
Company Invited,1,Salaried,MALE,1.0,3.0,Super Deluxe,4.0,6,0,4,AVP,458220.0,未婚、車所持、非育児家庭,0,50,1020.0
Company Invited,1,Salaried,Ｆｅｍａｌｅ,1.0,3.0,standard,4.0,年に5回,0,4,Senior Manager,363540.0,未婚 自動車所有 子供なし,0,49,960.0
Self Enquiry,1,Salaried,fe male,1.0,3.0,Standard,4.0,2,0,4,Senior Manager,372000.0,離婚済み、車所持、子供なし,0,54,960.0
Self Enquiry,2,Small Business,Male,2.0,4.0,Basic,3.0,3,0,2,Executive,254130.0,独身　車保有なし　こども1人,1,22,780.0
Self Enquiry,3,Salaried,Male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,379020.0,結婚済み	車所持	子供1人,1,31,1440.0
Company Invited,3,Salaried,Fe Male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,432825.0,未婚 自動車所有　子供1人,0,51,960.0
Self Enquiry,2,Small Business,Male,2.0,3.0,king,3.0,5,0,1,VP,417405.0,"結婚済み,自家用車なし,子供1人",0,54,720.0
Company Invited,3,Small Business,fe male,2.0,3.0,Deluxe,3.0,2,0,2,Manager,347355.0,未婚 車所持 子供有り 1人,0,40,840.0
Self Enquiry,3,Small Business,Ｍａｌｅ,2.0,3.0,Deluxe,3.0,年に7回,0,1,Manager,420270.0,結婚済み	自動車所有	子供1人,0,51,900.0
Self Enquiry,2,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,月収40.0万円,結婚済み/車未所持/子供1人,0,49,1800.0
Self Enquiry,3,Small Business,Female,2.0,3.0,deluxe,3.0,年に1回,0,2,Manager,303285.0,独身、車所持、子供1人,0,43,780.0
Self Enquiry,2,Small Business,Male,2.0,3.0,DELUXE,3.0,5,0,2,Manager,346605.0,結婚済み 車未所持 1児,0,52,1680.0
Company Invited,2,Small Business,MALE,3.0,3.0,Super Deluxe,3.0,3,0,1,AVP,458550.0,結婚済み 車所持 子供2人,0,53,960.0
Self Enquiry,1,Small Business,female,2.0,1.0,Basic,3.0,2,0,4,Executive,266925.0,結婚済み、車所持、子供1人,1,33,1260.0
Self Enquiry,1,Large Business,MALE,2.0,2.0,Basic,3.0,7,0,4,Executive,343140.0,結婚済み/車未所持/子供1人,0,38,1380.0
Self Enquiry,1,Small Business,Male,2.0,3.0,BASIC,3.0,4,0,5,Executive,312195.0,結婚済み、自動車未所有、子供有り 1人,0,44,840.0
Self Enquiry,2,Small Business,Male,3.0,4.0,Вasic,3.0,3,0,4,Executive,345825.0,"未婚、車なし,子供2人",0,37,780.0
Self Enquiry,2,Small Business,male,3.0,3.0,King,3.0,6,0,5,VP,月収40.0万円,結婚済み 車未所持 子供有り 2人,0,33,780.0
Self Enquiry,2,Small Business,Male,3.0,4.0,Βasic,3.0,7,0,5,Executive,318525.0,未婚 自動車未所有 こども2人,0,30,900.0
Self Enquiry,1,Salaried,Female,2.0,3.0,BASIC,3.0,1,0,4,Executive,254790.0,独身/乗用車所持/こども1人,1,38,360.0
Company Invited,2,Salaried,Ｆｅｍａｌｅ,1.0,3.0,Standard,4.0,2,1,3,Senior Manager,月収40.0万円,未婚、自家用車なし、子供なし,0,38,960.0
Self Enquiry,3,Salaried,Female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,324870.0,結婚済み 自動車所有　1児,0,29,1020.0
Self Enquiry,2,Salaried,Male,2.0,3.0,deluxe,3.0,3,0,2,Manager,月収35.0万円,離婚済み 車保有 子供有り(1人),0,40,780.0
Self Enquiry,2,Small Business,male,2.0,3.0,Deluxe,3.0,1,0,2,Manager,月収30.0万円,結婚済み　車未所持　こども1人,0,48,360.0
Self Enquiry,2,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,424350.0,結婚済み、車所持、1児,0,31,360.0
Company Invited,2,Salaried,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,316980.0,未婚 車所持 子供有り(1人),0,39,780.0
Self Enquiry,2,Small Business,Male,2.0,3.0,King,4.0,2,0,1,VP,555450.0,結婚済み、車未所持、子供1人,0,32,660.0
Self Enquiry,2,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,351060.0,結婚済み 乗用車なし 2児,0,35,1920.0
Company Invited,2,Small Business,Female,2.0,3.0,deluxe,3.0,3,0,2,Manager,349200.0,"離婚済み,自動車未所有,子供1人",0,40,1620.0
Self Enquiry,3,Salaried,Male,2.0,300.0,De|uxe,3.0,3,0,1,Manager,451395.0,未婚、自動車未所有、こども1人,0,43,900.0
Company Invited,2,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,344325.0,結婚済み/車未所持/子供1人,0,30,1980.0
Self Enquiry,2,Salaried,Male,2.0,3.0,DELUXE,3.0,2,0,1,Manager,307890.0,離婚済み、車未所持、子供有り 1人,0,32,1320.0
Self Enquiry,3,Small Business,ｍａｌｅ,2.0,3.0,Deluxe,3.0,5,0,1,Manager,345450.0,未婚／車未所持／子供1人,0,42,780.0
Company Invited,2,Small Business,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,394320.0,未婚	自動車未所有	子供有り(2人),0,37,600.0
Company Invited,2,Salaried,MALE,2.0,3.0,Deluxe,4.0,2,0,2,Μanager,月収33.0万円,結婚済み 車未所持 こども1人,0,40,960.0
Self Enquiry,2,Salaried,Male,2.0,3.0,Basic,3.0,2,0,1,Executive,253110.0,離婚済み 自家用車なし 子供1人,0,30,540.0
Self Enquiry,2,Salaried,male,2.0,3.0,basic,3.0,5,0,2,Executive,332700.0,離婚済み、車所持、子供1人,0,30,480.0
Company Invited,2,Salaried,ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,5,0,2,Manager,308460.0,離婚済み、車未所持、子供1人,0,43,540.0
Company Invited,2,Salaried,Male,2.0,3.0,Deluxe,3.0,2,0,2,Managеr,390765.0,離婚済み 乗用車なし 子供1人,0,35,840.0
Self Enquiry,3,Small Business,Female,2.0,3.0,Deluxe,3.0,2,0,1,Manager,月収33.0万円,離婚済み、車保有、子供1人,0,40,600.0
Company Invited,2,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,7,0,2,Μanager,336195.0,未婚 自動車未所有 子供1人,0,41,1560.0
Self Enquiry,2,Large Business,Male,2.0,300.0,Deluxe,3.0,5,0,2,Manager,月収33.0万円,"未婚,車なし,1児",0,30,1620.0
Company Invited,2,Small Business,male,2.0,3.0,Basic,3.0,年に3回,0,2,Executive,307770.0,離婚済み、車所持、こども1人,0,27,840.0
Self Enquiry,2,Small Business,ｍａｌｅ,3.0,3.0,Standard,3.0,1,0,2,Senior Manager,381765.0,結婚済み、車所持、子供2人,0,36,1320.0
Self Enquiry,2,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Basic,3.0,3,0,2,Executive,295620.0,独身、乗用車なし、子供1人,1,20,1500.0
Company Invited,3,Salaried,Fe Male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,342495.0,未婚	車未所持	子供1人,0,38,1260.0
Self Enquiry,2,Salaried,Male,2.0,3.0,Deluxe,3.0,年に2回,0,2,Manager,317640.0,結婚済み 車未所持 こども1人,0,45,1800.0
Company Invited,2,Small Business,Male,2.0,3.0,Deluxe,3.0,1,0,1,Manager,月収34.0万円,"離婚済み、車所持,こども1人",0,40,780.0
Self Enquiry,2,Salaried,Female,2.0,3.0,deluxe,3.0,3,0,2,Manager,318075.0,独身 乗用車なし　子供有り 1人,0,42,2040.0
Self Enquiry,2,Salaried,female,3.0,3.0,Standard,4.0,2,0,1,Senior Manager,385545.0,結婚済み 車未所持　子供2人,0,47,840.0
Self Enquiry,2,Salaried,Ｆｅｍａｌｅ,2.0,3.0,Standard,3.0,5,0,2,Senior Manager,348450.0,結婚済み、自家用車あり、子供1人,0,33,1380.0
Self Enquiry,2,Small Business,Male,3.0,3.0,Standard,3.0,2,0,1,Manager,365175.0,離婚済み 自動車所有 こども2人,0,43,600.0
Self Enquiry,2,Salaried,Female,3.0,3.0,Standard,3.0,5,0,1,Senior Manager,394530.0,未婚、自動車未所有、こども2人,0,41,420.0
Self Enquiry,2,Small Business,MALE,2.0,3.0,Deluxe,3.0,7,0,2,Manager,月収30.0万円,結婚済み/車未所持/子供有り(1人),1,33,420.0
Self Enquiry,2,Small Business,male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,340320.0,離婚済み/車所持/1児,0,40,1920.0
Self Enquiry,2,Small Business,Female,2.0,3.0,King,4.0,6,0,1,VP,521385.0,結婚済み/自動車所有/子供1人,0,57,660.0
Self Enquiry,2,Small Business,Male,2.0,3.0,standard,3.0,年に2回,0,1,Senior Manager,314655.0,結婚済み 自動車所有 こども1人,0,45,840.0
Self Enquiry,2,Salaried,Ｍａｌｅ,2.0,4.0,Deluxe,3.0,3,0,2,Manager,307740.0,結婚済み/乗用車なし/子供1人,0,44,780.0
Self Enquiry,2,Salaried,Male,2.0,3.0,Baｓic,3.0,2,0,2,Executive,256560.0,離婚済み/車保有/こども1人,0,30,1260.0
Company Invited,2,Salaried,Male,3.0,3.0,standard,3.0,2,0,2,Manager,月収30.0万円,結婚済み　自動車未所有　子供有り 2人,0,32,900.0
Company Invited,1,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,319830.0,離婚済み 車所持 子供1人,0,42,780.0
Self Enquiry,1,Small Business,Male,2.0,3.0,deluxe,3.0,4,0,2,Manager,月収34.0万円,"結婚済み、車所持,子供1人",0,40,780.0
Self Enquiry,1,Small Business,ｆｅｍａｌｅ,2.0,3.0,basic,3.0,3,0,1,Exеcutive,260475.0,"独身,車未所持,子供1人",0,22,480.0
Company Invited,1,Small Business,MALE,2.0,3.0,Basic,3.0,3,0,2,Executive,316575.0,離婚済み 車未所持 子供有り 1人,0,36,1500.0
Self Enquiry,1,Small Business,Ｍａｌｅ,2.0,3.0,Basic,3.0,年に1回,0,2,Executive,263805.0,結婚済み、自動車未所有、子供1人,0,38,420.0
Self Enquiry,2,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Deluxe,3.0,2,1,1,Manager,365610.0,離婚済み、車なし、子供1人,0,50,600.0
Self Enquiry,2,Salaried,Male,2.0,4.0,Basic,3.0,3,1,2,Executive,310845.0,独身	自家用車なし	子供1人,1,25,780.0
Company Invited,2,Salaried,Female,3.0,3.0,Deluxe,4.0,6,1,2,Manager,月収30.0万円,未婚、乗用車所持、子供2人,0,39,1800.0
Company Invited,2,Salaried,Ｆｅｍａｌｅ,3.0,3.0,Super Deluxe,3.0,4,0,2,AVP,529785.0,独身 車所持 子供2人,0,50,840.0
Self Enquiry,3,Small Business,Female,1.0,4.0,Standard,4.0,2,0,2,Senior Manager,362835.0,"独身,自動車所有,非育児家庭",0,50,480.0
Self Enquiry,2,Salaried,Male,2.0,3.0,KING,3.0,2,0,2,VＰ,506400.0,結婚済み、自家用車なし、1児,0,37,900.0
Company Invited,2,Large Business,Ｍａｌｅ,1.0,4.0,Basic,4.0,1,0,2,Executive,263925.0,独身、乗用車なし、子供なし,1,37,900.0
Company Invited,1,Small Business,Female,1.0,4.0,Standard,4.0,2,0,2,Senior Manager,450390.0,"離婚済み,乗用車所持,子供無し",0,47,720.0
Self Enquiry,2,Salaried,female,1.0,4.0,Super Deluxe,4.0,5,0,2,AVP,月収47.0万円,離婚済み/車所持/子供なし,0,51,900.0
Company Invited,1,Salaried,Ｆｅｍａｌｅ,1.0,4.0,Standard,4.0,1,0,1,Senior Manager,月収40.0万円,結婚済み、車未所持、子供なし,0,47,780.0
Company Invited,1,Small Business,Male,1.0,5.0,STANDARD,4.0,年に6回,0,3,Senior Manager,374220.0,結婚済み、自家用車あり、子供無し,0,52,840.0
Self Enquiry,2,Small Business,Male,3.0,3.0,Standard,3.0,3,1,3,Senior Manager,464940.0,結婚済み、自動車未所有、子供2人,0,37,900.0
Self Enquiry,1,Small Business,Male,3.0,4.0,Basic,3.0,6,0,4,Executive,329610.0,独身、車所持、子供2人,0,35,540.0
Self Enquiry,1,Small Business,Female,3.0,3.0,Basic,3.0,2,0,3,Executive,343140.0,離婚済み、自家用車あり、子供2人,0,38,1440.0
Self Enquiry,1,Small Business,Female,2.0,3.0,Basic,3.0,3,0,1,Executive,月収40.0万円,離婚済み、車未所持、1児,0,34,420.0
Self Enquiry,1,Salaried,Female,3.0,3.0,DELUXE,3.0,5,0,2,Manager,324570.0,"離婚済み,車なし,子供2人",0,30,600.0
Self Enquiry,1,Large Business,Female,3.0,3.0,Basic,3.0,年に5回,0,2,Executive,311445.0,未婚、自家用車なし、子供2人,0,48,600.0
Self Enquiry,1,Small Business,male,2.0,3.0,Basic,3.0,2,0,2,Executive,372600.0,結婚済み、車未所持、子供1人,0,27,480.0
Self Enquiry,1,Small Business,Male,3.0,3.0,Basic,3.0,2,0,2,Executive,262710.0,結婚済み、自家用車なし、子供2人,0,47,480.0
Company Invited,1,Small Business,Ｍａｌｅ,2.0,3.0,BASIC,3.0,1,0,2,Executive,266910.0,結婚済み、車保有、子供1人,1,29,1440.0
Self Enquiry,1,Salaried,Female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,月収40.0万円,結婚済み、自動車未所有、1児,0,30,900.0
Self Enquiry,1,Large Business,Ｍａｌｅ,2.0,4.0,Deluxe,3.0,4,0,1,Manager,月収32.0万円,結婚済み、車未所持、子供1人,0,42,1500.0
Company Invited,1,Salaried,Male,3.0,3.0,Standard,3.0,2,0,1,Senior Manager,423645.0,未婚 車なし 子供2人,0,42,480.0
Self Enquiry,1,Salaried,male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,370560.0,独身 車未所持 子供2人,0,20,1860.0
Company Invited,1,Salaried,Male,3.0,3.0,Deluxe,3.0,1,0,2,Manager,316605.0,結婚済み、自動車所有、子供有り 2人,0,46,480.0
Self Enquiry,1,Small Business,Female,2.0,3.0,Deluxe,3.0,1,0,1,Manager,286440.0,結婚済み、自動車所有、子供有り(1人),0,34,780.0
Self Enquiry,1,Small Business,Male,2.0,3.0,Deluxe,3.0,年に3回,0,2,Manager,月収40.0万円,結婚済み／車所持／子供1人,0,32,960.0
Self Enquiry,1,Salaried,Female,2.0,3.0,Deluxe,3.0,3,0,2,Μanager,306270.0,結婚済み、自動車未所有、子供1人,0,42,360.0
Self Enquiry,1,Salaried,Male,2.0,3.0,Basic,3.0,3,0,2,Executive,月収30.0万円,"結婚済み,車所持,こども1人",0,30,420.0
Company Invited,1,Salaried,FE MALE,2.0,3.0,Standard,3.0,7,0,2,Senior Manager,月収50.0万円,未婚、車所持、1児,0,50,720.0
Self Enquiry,1,Small Business,female,2.0,3.0,Super Deluxe,3.0,1,0,2,Manager,384405.0,"結婚済み,自家用車あり,子供1人",0,56,780.0
Self Enquiry,1,Salaried,Male,3.0,3.0,Standard,3.0,2,0,2,Senior Manager,343545.0,未婚、自動車所有、こども2人,0,60,420.0
Company Invited,1,Large Business,Male,2.0,3.0,Deluxe,3.0,3,0,2,Manager,331305.0,結婚済み、車なし、子供有り 1人,0,45,600.0
Self Enquiry,1,Small Business,Male,2.0,4.0,Deluxe,3.0,2,0,2,Manager,331455.0,離婚済み　自動車未所有　子供1人,0,46,600.0
Self Enquiry,2,Small Business,Female,3.0,3.0,DELUXE,3.0,4,0,4,Manager,366405.0,結婚済み、車なし、こども2人,0,52,1800.0
Company Invited,2,Small Business,female,2.0,3.0,Basic,3.0,3,0,2,Executive,255075.0,"結婚済み,車所持,子供1人",1,21,600.0
Self Enquiry,2,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,1,0,1,Manager,272730.0,独身 車なし 子供1人,0,38,600.0
Company Invited,2,Small Business,Female,1.0,3.0,Basic,3.0,2,0,2,Executive,249480.0,独身 車あり 非育児家庭,0,24,900.0
Self Enquiry,2,Small Business,Ｍａｌｅ,1.0,3.0,standard,3.0,3,0,2,Senior Manager,360660.0,結婚済み/車所持/子供なし,0,30,1080.0
Company Invited,2,Small Business,Male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,392745.0,独身／自家用車あり／子供なし,0,31,780.0
Self Enquiry,2,Small Business,Male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,345240.0,"結婚済み,自家用車なし,子供無し",0,20,1320.0
Company Invited,2,Salaried,Male,1.0,3.0,Deluxe,3.0,2,0,1,Manager,259305.0,"離婚済み,自動車未所有,子供なし",1,34,540.0
Self Enquiry,2,Large Business,ｆｅｍａｌｅ,2.0,3.0,Super Deluxe,3.0,年に5回,0,2,AVP,506370.0,結婚済み、車未所持、子供1人,0,58,480.0
Company Invited,2,Small Business,Male,1.0,3.0,Deluxe,3.0,2,0,2,Manager,321765.0,独身 車未所持 子供無し,0,30,780.0
Self Enquiry,2,Small Business,Male,2.0,3.0,Super Deluxe,4.0,7,0,2,AVP,月収51.0万円,独身、車保有なし、子供有り(1人),0,50,840.0
Self Enquiry,2,Small Business,Female,2.0,3.0,Deluxe,3.0,年に2回,0,1,Manager,月収40.0万円,結婚済み、車保有なし、こども1人,0,33,780.0
Self Enquiry,3,Small Business,Male,1.0,3.0,super deluxe,4.0,3,0,2,AVP,251550.0,独身 車あり 子供なし,1,23,780.0
Company Invited,2,Small Business,female,2.0,3.0,Standard,4.0,6,0,2,Senior Manager,508485.0,結婚済み　車所持 子供有り 1人,0,51,1080.0
Company Invited,2,Salaried,male,1.0,3.0,Deluxe,3.0,1,0,2,Manager,月収30.0万円,結婚済み／自動車未所有／子供なし,0,28,600.0
Company Invited,2,Small Business,Male,1.0,3.0,Deluxe,3.0,2,0,2,Manager,277620.0,結婚済み/車未所持/非育児家庭,0,34,960.0
Self Enquiry,2,Small Business,Male,1.0,3.0,Basic,3.0,1,0,2,Executive,256335.0,離婚済み、車所持、子供なし,1,23,480.0
Company Invited,2,Salaried,male,1.0,3.0,Standard,3.0,2,0,2,Senior Manager,359895.0,離婚済み 車所持 子供無し,0,47,480.0
Self Enquiry,2,Small Business,Female,2.0,3.0,Basic,3.0,2,0,1,Executive,255825.0,離婚済み 車所持 子供有り(1人),0,33,840.0
Company Invited,2,Small Business,male,2.0,3.0,Deluxe,3.0,1,0,2,Manager,300570.0,結婚済み 車未所持 子供有り(1人),0,27,780.0
Company Invited,2,Salaried,Female,2.0,3.0,deluxe,3.0,1,0,2,Manager,310920.0,離婚済み 自家用車なし 子供1人,0,38,1860.0
Self Enquiry,2,Salaried,Male,3.0,3.0,Deluxe,3.0,3,0,1,Manager,382650.0,結婚済み、乗用車所持、子供2人,0,52,540.0
Self Enquiry,1,Salaried,Male,3.0,3.0,King,3.0,6,0,4,Executive,267270.0,結婚済み、乗用車なし、こども2人,0,53,420.0
Self Enquiry,2,Large Business,female,1.0,4.0,Basic,4.0,4,1,2,Executive,264585.0,独身／車未所持/子供無し,1,18,540.0
Self Enquiry,2,Small Business,Female,3.0,3.0,standard,3.0,2,0,3,Senior Manager,348885.0,結婚済み/自動車所有/子供2人,0,33,780.0
Self Enquiry,2,Small Business,male,3.0,3.0,Deluxe,3.0,5,0,3,Manager,303840.0,離婚済み	車未所持	2児,0,28,1440.0
Self Enquiry,2,Large Business,Male,3.0,3.0,DELUXE,3.0,3,0,3,Manager,320655.0,結婚済み 自動車未所有 子供2人,0,34,480.0
Self Enquiry,2,Large Business,Male,3.0,3.0,King,4.0,2,0,3,VP,437670.0,離婚済み 車所持 子供2人,0,43,900.0
Self Enquiry,2,Large Business,Male,3.0,3.0,standard,4.0,3,0,3,Senior Manager,425430.0,"結婚済み,車なし,子供有り(2人)",0,20,840.0
Self Enquiry,3,Salaried,FEMALE,3.0,3.0,Deluxe,4.0,2,0,4,Manager,264540.0,"独身,車所持,こども2人",0,29,540.0
Company Invited,3,Salaried,Female,3.0,3.0,STANDARD,4.0,2,0,4,Senior Manager,373575.0,結婚済み	乗用車なし	子供2人,0,29,480.0
Self Enquiry,2,Salaried,Male,3.0,3.0,Deluxe,3.0,3,0,4,Manager,329325.0,結婚済み、乗用車所持、2児,0,38,780.0
Company Invited,2,Salaried,Female,3.0,3.0,Deluxe,3.0,3,0,3,Manαger,321615.0,"結婚済み,自家用車あり,2児",0,30,780.0
Self Enquiry,2,Salaried,MALE,3.0,4.0,Basic,3.0,年に3回,0,4,Executive,339855.0,結婚済み、車未所持、こども2人,0,38,1320.0
Company Invited,2,Salaried,Female,3.0,3.0,Standard,3.0,1,1,3,Senior Manager,396120.0,独身、自家用車あり、子供有り 2人,1,27,720.0
Company Invited,2,Salaried,Male,2.0,4.0,King,3.0,6,0,1,VP,571785.0,離婚済み 乗用車なし こども1人,0,46,420.0
Company Invited,1,Salaried,Male,2.0,3.0,Basic,3.0,1,1,1,Executive,473370.0,結婚済み、自動車未所有、こども1人,0,57,1020.0
Self Enquiry,2,Salaried,male,3.0,4.0,Standard,3.0,3,1,1,Executive,438555.0,"離婚済み,車未所持,子供2人",0,25,660.0
Self Enquiry,2,Salaried,male,1.0,3.0,Basic,3.0,四半期に1回,1,2,Executive,312690.0,独身、車未所持、子供なし,0,24,480.0
Self Enquiry,2,Small Business,Female,1.0,3.0,Basic,4.0,1,1,2,Executive,264600.0,"離婚済み
車なし
子供なし",1,32,840.0
Company Invited,2,Small Business,ＦＥＭＡＬＥ,1.0,3.0,BASIC,3.0,2,1,2,Executive,264780.0,独身／車未所持／子供なし,1,35,1560.0
Self Enquiry,2,Salaried,Male,2.0,3.0,Standard,3.0,3,1,2,Senior Manager,448590.0,未婚、自家用車あり、子供1人,0,39,960.0
Company Invited,2,Salaried,ｍａｌｅ,3.0,3.0,Deluxe,3.0,4,0,3,Manager,月収40.0万円,独身 車未所持 子供2人,0,40,420.0
Self Enquiry,1,Small Business,female,3.0,4.0,BASIC,3.0,3,0,3,Executive,月収30.0万円,未婚	車未所持	子供2人,0,30,540.0
Company Invited,1,Salaried,Male,3.0,3.0,Deluxe,3.0,3,0,4,Manager,303135.0,結婚済み、自家用車なし、こども2人,0,37,480.0
Self Enquiry,1,Small Business,Male,2.0,3.0,Basic,3.0,6,0,1,Executive,269715.0,離婚済み/自動車未所有/子供有り(1人),0,35,780.0
Self Enquiry,2,Salaried,Male,3.0,3.0,King,3.0,2,1,5,VP,464535.0,結婚済み、乗用車所持、わからない,0,52,1020.0
Self Enquiry,1,Large Business,male,2.0,3.0,Deluxe,3.0,2,1,2,Manager,315060.0,離婚済み 車なし 子供1人,0,38,600.0
Company Invited,2,Small Business,male,1.0,4.0,B𝖺sic,3.0,年に2回,0,3,Executive,259155.0,独身 車未所持 子供なし,1,38,1140.0
Company Invited,2,Small Business,female,1.0,4.0,basic,3.0,2,0,3,Executive,264240.0,離婚済み、車所持、子供無し,0,20,480.0
Company Invited,2,Small Business,Female,2.0,4.0,Basic,3.0,年に2回,0,3,Executive,276960.0,"離婚済み,自家用車あり、子供1人",0,42,1080.0
Self Enquiry,2,Small Business,female,2.0,4.0,Basic,3.0,1,0,3,Executive,256200.0,独身／車所持／子供1人,1,22,540.0
Self Enquiry,3,Small Business,female,3.0,3.0,Standard,3.0,5,0,1,Senior Manager,519570.0,結婚済み	車所持	こども2人,0,47,960.0
Company Invited,2,Small Business,Female,1.0,4.0,basıc,3.0,2,1,3,Executive,月収28.0万円,"結婚済み,自家用車なし,子供なし",0,51,960.0
Self Enquiry,1,Salaried,Male,2.0,4.0,Deluxe,3.0,3,0,2,Manager,月収30.0万円,独身　自家用車あり　子供1人,0,36,1560.0
Company Invited,1,Small Business,female,2.0,3.0,Basic,3.0,2,0,2,Executive,月収25.0万円,独身 車所持 こども1人,1,19,420.0
Company Invited,1,Small Business,Female,1.0,3.0,super deluxe,3.0,4,0,2,AVP,437640.0,離婚済み/自動車所有/子供無し,0,58,1800.0
